ride_id,rideable_type,started_at,ended_at,start_station_name,end_station_name,member_casual,ride_length,day_of_week
E5523AD413EB04E9,electric_bike,2022-01-01 14:13:42.000000 UTC,2022-01-01 14:20:57.000000 UTC,Canal St & Taylor St,Loomis St & Lexington St,member,0-0 0 0:7:15,Saturday
9DD205D613447C00,electric_bike,2022-01-01 14:20:28.000000 UTC,2022-01-01 14:28:12.000000 UTC,Canal St & Taylor St,Canal St & Taylor St,casual,0-0 0 0:7:44,Saturday
03D2139811EE4060,electric_bike,2022-01-01 15:15:56.000000 UTC,2022-01-01 15:23:09.000000 UTC,Canal St & Taylor St,Aberdeen St & Jackson Blvd,casual,0-0 0 0:7:13,Saturday
23E58AD62AEFB712,electric_bike,2022-01-01 16:55:33.000000 UTC,2022-01-01 17:03:02.000000 UTC,Canal St & Taylor St,Clinton St & Madison St,member,0-0 0 0:7:29,Saturday
A7447C030AAA956A,electric_bike,2022-01-01 17:38:37.000000 UTC,2022-01-01 17:46:14.000000 UTC,Canal St & Taylor St,None given,member,0-0 0 0:7:37,Saturday
172CE2A17F0FA9A6,classic_bike,2022-01-02 15:17:37.000000 UTC,2022-01-02 16:06:44.000000 UTC,Canal St & Taylor St,Wells St & Evergreen Ave,casual,0-0 0 0:49:7,Sunday
0B01E3862817ACF7,electric_bike,2022-01-02 22:39:45.000000 UTC,2022-01-02 22:45:35.000000 UTC,Canal St & Taylor St,Clinton St & Madison St,member,0-0 0 0:5:50,Sunday
FEDAA97731F20A6F,classic_bike,2022-01-03 08:12:28.000000 UTC,2022-01-03 08:14:56.000000 UTC,Canal St & Taylor St,Canal St & Harrison St,member,0-0 0 0:2:28,Monday
79E5F93B03D642FE,classic_bike,2022-01-03 15:37:02.000000 UTC,2022-01-03 15:44:24.000000 UTC,Canal St & Taylor St,Clinton St & 18th St,member,0-0 0 0:7:22,Monday
11232884AE626DAC,classic_bike,2022-01-03 16:09:15.000000 UTC,2022-01-03 16:17:28.000000 UTC,Canal St & Taylor St,Desplaines St & Randolph St,member,0-0 0 0:8:13,Monday
DDDA1F4DB6D2A9FF,electric_bike,2022-01-03 16:14:18.000000 UTC,2022-01-03 16:21:51.000000 UTC,Canal St & Taylor St,Dearborn St & Adams St,member,0-0 0 0:7:33,Monday
5D3C65A35DC0ECDE,classic_bike,2022-01-03 16:40:35.000000 UTC,2022-01-03 17:08:20.000000 UTC,Canal St & Taylor St,Halsted St & North Branch St,member,0-0 0 0:27:45,Monday
061A2787D57F800A,electric_bike,2022-01-03 20:21:04.000000 UTC,2022-01-03 20:25:43.000000 UTC,Canal St & Taylor St,Dearborn St & Van Buren St,member,0-0 0 0:4:39,Monday
1FFDD1DFFA0152AC,electric_bike,2022-01-04 08:28:17.000000 UTC,2022-01-04 08:30:49.000000 UTC,Canal St & Taylor St,Canal St & Jackson Blvd,member,0-0 0 0:2:32,Tuesday
E15D130398766F3A,electric_bike,2022-01-04 08:28:40.000000 UTC,2022-01-04 08:36:16.000000 UTC,Canal St & Taylor St,LaSalle St & Adams St,member,0-0 0 0:7:36,Tuesday
D565EB1A1D6675D0,classic_bike,2022-01-04 08:54:10.000000 UTC,2022-01-04 08:56:35.000000 UTC,Canal St & Taylor St,Canal St & Harrison St,member,0-0 0 0:2:25,Tuesday
B4AC755B73F96157,electric_bike,2022-01-04 10:02:28.000000 UTC,2022-01-04 10:15:22.000000 UTC,Canal St & Taylor St,Calumet Ave & 21st St,member,0-0 0 0:12:54,Tuesday
D7BC3A737EC124BB,electric_bike,2022-01-04 12:54:31.000000 UTC,2022-01-04 13:05:40.000000 UTC,Canal St & Taylor St,Daley Center Plaza,member,0-0 0 0:11:9,Tuesday
EA29DC6894B89A8A,electric_bike,2022-01-04 13:50:40.000000 UTC,2022-01-04 13:57:49.000000 UTC,Canal St & Taylor St,Normal Ave & Archer Ave,member,0-0 0 0:7:9,Tuesday
F3FF735ECEC3446B,electric_bike,2022-01-04 14:36:27.000000 UTC,2022-01-04 14:50:22.000000 UTC,Canal St & Taylor St,Clark St & Elm St,member,0-0 0 0:13:55,Tuesday
0723B2AA4923C2A9,classic_bike,2022-01-04 16:31:31.000000 UTC,2022-01-04 16:39:34.000000 UTC,Canal St & Taylor St,Clinton St & Washington Blvd,member,0-0 0 0:8:3,Tuesday
EFBD9FF6E6DAEB9D,classic_bike,2022-01-04 17:40:44.000000 UTC,2022-01-04 17:53:34.000000 UTC,Canal St & Taylor St,Dearborn St & Van Buren St,member,0-0 0 0:12:50,Tuesday
9404C27312BAACF4,electric_bike,2022-01-04 19:46:11.000000 UTC,2022-01-04 19:50:37.000000 UTC,Canal St & Taylor St,Dearborn St & Van Buren St,member,0-0 0 0:4:26,Tuesday
3BC1DD2DF3A82DFA,electric_bike,2022-01-04 20:00:26.000000 UTC,2022-01-04 20:07:17.000000 UTC,Canal St & Taylor St,Throop St & Taylor St,member,0-0 0 0:6:51,Tuesday
68E22D8AADB3A48F,classic_bike,2022-01-06 07:21:15.000000 UTC,2022-01-06 07:26:30.000000 UTC,Canal St & Taylor St,Clinton St & Jackson Blvd,member,0-0 0 0:5:15,Thursday
DFFB4F1089366C38,classic_bike,2022-01-06 08:41:27.000000 UTC,2022-01-06 08:50:08.000000 UTC,Canal St & Taylor St,Loomis St & Lexington St,member,0-0 0 0:8:41,Thursday
176C6BEDF7EB6A5B,electric_bike,2022-01-06 16:39:30.000000 UTC,2022-01-06 16:44:53.000000 UTC,Canal St & Taylor St,Clinton St & Madison St,member,0-0 0 0:5:23,Thursday
E515522279AA2D39,electric_bike,2022-01-06 17:17:34.000000 UTC,2022-01-06 17:24:39.000000 UTC,Canal St & Taylor St,None given,member,0-0 0 0:7:5,Thursday
518A7BCE4D95BA86,classic_bike,2022-01-06 17:49:09.000000 UTC,2022-01-06 18:10:21.000000 UTC,Canal St & Taylor St,Shields Ave & 31st St,member,0-0 0 0:21:12,Thursday
85DDBF2C8655EF2F,classic_bike,2022-01-06 19:45:21.000000 UTC,2022-01-06 19:52:05.000000 UTC,Canal St & Taylor St,900 W Harrison St,member,0-0 0 0:6:44,Thursday
2FFAF1219B0942D3,electric_bike,2022-01-06 20:26:29.000000 UTC,2022-01-06 20:59:13.000000 UTC,Canal St & Taylor St,None given,member,0-0 0 0:32:44,Thursday
E2C6E4FC31E60E02,classic_bike,2022-01-07 08:41:29.000000 UTC,2022-01-07 08:50:09.000000 UTC,Canal St & Taylor St,Loomis St & Lexington St,member,0-0 0 0:8:40,Friday
12F18B4E77F4B071,classic_bike,2022-01-07 13:54:59.000000 UTC,2022-01-07 14:00:35.000000 UTC,Canal St & Taylor St,May St & Taylor St,member,0-0 0 0:5:36,Friday
5F715DF35D5CE97C,classic_bike,2022-01-07 15:32:36.000000 UTC,2022-01-07 15:49:27.000000 UTC,Canal St & Taylor St,Michigan Ave & Madison St,member,0-0 0 0:16:51,Friday
D256DA0D899A18B8,classic_bike,2022-01-07 15:32:44.000000 UTC,2022-01-07 15:49:33.000000 UTC,Canal St & Taylor St,Michigan Ave & Madison St,member,0-0 0 0:16:49,Friday
F822662F07F27251,classic_bike,2022-01-07 16:36:56.000000 UTC,2022-01-07 16:43:51.000000 UTC,Canal St & Taylor St,Clinton St & Madison St,member,0-0 0 0:6:55,Friday
6C7C6C3C0F090DAB,classic_bike,2022-01-08 11:20:45.000000 UTC,2022-01-08 11:30:31.000000 UTC,Canal St & Taylor St,Throop St & Taylor St,member,0-0 0 0:9:46,Saturday
86783818ABEA2F1D,classic_bike,2022-01-08 14:14:18.000000 UTC,2022-01-08 14:24:32.000000 UTC,Canal St & Taylor St,Wabash Ave & 9th St,member,0-0 0 0:10:14,Saturday
855BBB53B708D87D,classic_bike,2022-01-08 14:52:16.000000 UTC,2022-01-08 14:57:38.000000 UTC,Canal St & Taylor St,Desplaines St & Jackson Blvd,member,0-0 0 0:5:22,Saturday
A08765D19EB60BF5,electric_bike,2022-01-09 04:23:50.000000 UTC,2022-01-09 04:36:49.000000 UTC,Canal St & Taylor St,May St & Cullerton St,casual,0-0 0 0:12:59,Sunday
175576B9FF8806FB,classic_bike,2022-01-09 10:47:44.000000 UTC,2022-01-09 10:58:27.000000 UTC,Canal St & Taylor St,Loomis St & Lexington St,member,0-0 0 0:10:43,Sunday
58C415929367CFC0,electric_bike,2022-01-09 13:45:21.000000 UTC,2022-01-09 13:50:37.000000 UTC,Canal St & Taylor St,Clinton St & Madison St,member,0-0 0 0:5:16,Sunday
62E846DB9085B75E,classic_bike,2022-01-09 14:51:03.000000 UTC,2022-01-09 15:01:10.000000 UTC,Canal St & Taylor St,Wabash Ave & 16th St,member,0-0 0 0:10:7,Sunday
5D4C119AD5F61B02,electric_bike,2022-01-09 17:44:22.000000 UTC,2022-01-09 17:48:35.000000 UTC,Canal St & Taylor St,Dearborn St & Van Buren St,member,0-0 0 0:4:13,Sunday
70ECC08DAC6E6FA7,classic_bike,2022-01-10 11:57:54.000000 UTC,2022-01-10 12:13:36.000000 UTC,Canal St & Taylor St,Hermitage Ave & Polk St,member,0-0 0 0:15:42,Monday
ACFDFE57737C78D0,classic_bike,2022-01-10 13:02:35.000000 UTC,2022-01-10 13:16:23.000000 UTC,Canal St & Taylor St,Aberdeen St & Jackson Blvd,member,0-0 0 0:13:48,Monday
38F5458067F0BD56,classic_bike,2022-01-10 16:38:11.000000 UTC,2022-01-10 16:45:07.000000 UTC,Canal St & Taylor St,Clinton St & Madison St,member,0-0 0 0:6:56,Monday
D813E68097FDA201,classic_bike,2022-01-11 07:24:47.000000 UTC,2022-01-11 07:30:11.000000 UTC,Canal St & Taylor St,Clinton St & Jackson Blvd,member,0-0 0 0:5:24,Tuesday
8EE06628BD8E9BA6,classic_bike,2022-01-11 09:34:34.000000 UTC,2022-01-11 09:40:40.000000 UTC,Canal St & Taylor St,Canal St & Adams St,member,0-0 0 0:6:6,Tuesday
36A819D8E980EBD6,classic_bike,2022-01-11 13:02:33.000000 UTC,2022-01-11 13:05:29.000000 UTC,Canal St & Taylor St,Clinton St & Tilden St,member,0-0 0 0:2:56,Tuesday
4594D2E432CF4FA8,classic_bike,2022-01-11 15:38:58.000000 UTC,2022-01-11 15:49:05.000000 UTC,Canal St & Taylor St,May St & Taylor St,member,0-0 0 0:10:7,Tuesday
D0E2DF56B6ED4210,electric_bike,2022-01-11 16:42:32.000000 UTC,2022-01-11 16:49:49.000000 UTC,Canal St & Taylor St,Clinton St & Washington Blvd,member,0-0 0 0:7:17,Tuesday
E076B7010750DB24,electric_bike,2022-01-12 07:52:46.000000 UTC,2022-01-12 07:56:57.000000 UTC,Canal St & Taylor St,Franklin St & Adams St (Temp),member,0-0 0 0:4:11,Wednesday
806A8CC582FF9B65,classic_bike,2022-01-12 08:17:12.000000 UTC,2022-01-12 08:24:49.000000 UTC,Canal St & Taylor St,Loomis St & Lexington St,member,0-0 0 0:7:37,Wednesday
C331FEC160061D2D,electric_bike,2022-01-12 08:24:58.000000 UTC,2022-01-12 08:34:38.000000 UTC,Canal St & Taylor St,None given,member,0-0 0 0:9:40,Wednesday
092421FA92AC6D4C,classic_bike,2022-01-12 13:33:36.000000 UTC,2022-01-12 13:40:20.000000 UTC,Canal St & Taylor St,Financial Pl & Ida B Wells Dr,member,0-0 0 0:6:44,Wednesday
A4762F658A119DB5,electric_bike,2022-01-12 15:49:27.000000 UTC,2022-01-12 15:54:14.000000 UTC,Canal St & Taylor St,Clinton St & Washington Blvd,member,0-0 0 0:4:47,Wednesday
2B93458B39D30564,classic_bike,2022-01-12 16:57:00.000000 UTC,2022-01-12 17:34:32.000000 UTC,Canal St & Taylor St,Shields Ave & 31st St,member,0-0 0 0:37:32,Wednesday
A7A2BF9C7CE05EF3,classic_bike,2022-01-12 16:57:41.000000 UTC,2022-01-12 17:34:23.000000 UTC,Canal St & Taylor St,Shields Ave & 31st St,member,0-0 0 0:36:42,Wednesday
9CE06D97AF533F29,electric_bike,2022-01-12 22:12:45.000000 UTC,2022-01-12 22:26:53.000000 UTC,Canal St & Taylor St,Orleans St & Elm St,member,0-0 0 0:14:8,Wednesday
790C3A8AD8B70689,classic_bike,2022-01-13 13:23:50.000000 UTC,2022-01-13 13:33:58.000000 UTC,Canal St & Taylor St,Wabash Ave & Roosevelt Rd,member,0-0 0 0:10:8,Thursday
C5744D351EA68045,electric_bike,2022-01-13 15:28:28.000000 UTC,2022-01-13 15:35:35.000000 UTC,Canal St & Taylor St,Wells St & Polk St,member,0-0 0 0:7:7,Thursday
05179A1D0401C93D,electric_bike,2022-01-13 16:31:49.000000 UTC,2022-01-13 16:36:43.000000 UTC,Canal St & Taylor St,Wells St & Polk St,member,0-0 0 0:4:54,Thursday
5567B023EF51B6EB,classic_bike,2022-01-13 17:46:52.000000 UTC,2022-01-13 17:55:02.000000 UTC,Canal St & Taylor St,Clinton St & Madison St,member,0-0 0 0:8:10,Thursday
F7872E69514C1A83,electric_bike,2022-01-13 20:48:41.000000 UTC,2022-01-13 20:54:51.000000 UTC,Canal St & Taylor St,Morgan St & Polk St,member,0-0 0 0:6:10,Thursday
97743620CDEF3FC6,classic_bike,2022-01-14 06:18:26.000000 UTC,2022-01-14 06:42:25.000000 UTC,Canal St & Taylor St,Clinton St & 18th St,member,0-0 0 0:23:59,Friday
E5C9CE4EC9A0BCDD,electric_bike,2022-01-14 07:51:34.000000 UTC,2022-01-14 07:55:32.000000 UTC,Canal St & Taylor St,Clinton St & Jackson Blvd,member,0-0 0 0:3:58,Friday
CD7B7D591F340B27,electric_bike,2022-01-14 16:44:09.000000 UTC,2022-01-14 16:49:30.000000 UTC,Canal St & Taylor St,Clinton St & Washington Blvd,member,0-0 0 0:5:21,Friday
6D92071AB904546C,classic_bike,2022-01-15 09:09:05.000000 UTC,2022-01-15 09:17:06.000000 UTC,Canal St & Taylor St,Loomis St & Lexington St,member,0-0 0 0:8:1,Saturday
F028249A7A469FB7,electric_bike,2022-01-15 14:45:13.000000 UTC,2022-01-15 14:48:09.000000 UTC,Canal St & Taylor St,Financial Pl & Ida B Wells Dr,member,0-0 0 0:2:56,Saturday
988FA380CC1C9DAD,classic_bike,2022-01-15 18:24:03.000000 UTC,2022-01-15 18:33:17.000000 UTC,Canal St & Taylor St,Wabash Ave & Roosevelt Rd,member,0-0 0 0:9:14,Saturday
32BE8FA7BF4F4528,electric_bike,2022-01-15 19:25:22.000000 UTC,2022-01-15 19:49:14.000000 UTC,Canal St & Taylor St,Clybourn Ave & Division St,member,0-0 0 0:23:52,Saturday
05B0A124664846AD,electric_bike,2022-01-16 14:36:11.000000 UTC,2022-01-16 14:46:23.000000 UTC,Canal St & Taylor St,None given,casual,0-0 0 0:10:12,Sunday
91967EE95E837A26,electric_bike,2022-01-16 14:36:19.000000 UTC,2022-01-16 14:46:31.000000 UTC,Canal St & Taylor St,None given,casual,0-0 0 0:10:12,Sunday
4C90A94F8B690B2B,classic_bike,2022-01-16 15:14:46.000000 UTC,2022-01-16 15:23:39.000000 UTC,Canal St & Taylor St,Dearborn St & Van Buren St,member,0-0 0 0:8:53,Sunday
1D40366F493AB11D,electric_bike,2022-01-16 19:22:05.000000 UTC,2022-01-16 19:58:34.000000 UTC,Canal St & Taylor St,Clybourn Ave & Division St,member,0-0 0 0:36:29,Sunday
41FD2D9231DA963F,electric_bike,2022-01-17 08:09:35.000000 UTC,2022-01-17 08:16:35.000000 UTC,Canal St & Taylor St,None given,member,0-0 0 0:7:0,Monday
2BC765688795D6AB,classic_bike,2022-01-17 11:18:28.000000 UTC,2022-01-17 11:27:01.000000 UTC,Canal St & Taylor St,Loomis St & Lexington St,member,0-0 0 0:8:33,Monday
29CBA1BB252C6594,classic_bike,2022-01-17 12:00:09.000000 UTC,2022-01-17 12:02:25.000000 UTC,Canal St & Taylor St,Canal St & Harrison St,member,0-0 0 0:2:16,Monday
0BFEC457BF95FBCF,classic_bike,2022-01-17 14:10:31.000000 UTC,2022-01-17 14:16:37.000000 UTC,Canal St & Taylor St,Wells St & Polk St,member,0-0 0 0:6:6,Monday
B8667E7C92E74E85,classic_bike,2022-01-17 15:29:17.000000 UTC,2022-01-17 15:34:09.000000 UTC,Canal St & Taylor St,Clinton St & Tilden St,member,0-0 0 0:4:52,Monday
7E59C8F88300FE37,electric_bike,2022-01-17 17:20:27.000000 UTC,2022-01-17 17:30:11.000000 UTC,Canal St & Taylor St,Aberdeen St & Jackson Blvd,casual,0-0 0 0:9:44,Monday
9A106BAC512E1B5B,classic_bike,2022-01-17 17:40:53.000000 UTC,2022-01-17 17:46:51.000000 UTC,Canal St & Taylor St,Wabash Ave & Roosevelt Rd,member,0-0 0 0:5:58,Monday
16976EDA5A637C29,electric_bike,2022-01-17 21:57:43.000000 UTC,2022-01-17 22:09:53.000000 UTC,Canal St & Taylor St,Shields Ave & 31st St,member,0-0 0 0:12:10,Monday
B13D8C003C07D77F,electric_bike,2022-01-18 07:21:05.000000 UTC,2022-01-18 07:25:41.000000 UTC,Canal St & Taylor St,Clinton St & Jackson Blvd,member,0-0 0 0:4:36,Tuesday
6CB64D89D9F529B8,classic_bike,2022-01-18 08:04:45.000000 UTC,2022-01-18 08:15:59.000000 UTC,Canal St & Taylor St,Wood St & Taylor St (Temp),member,0-0 0 0:11:14,Tuesday
4E15E2A7AF2E0E78,classic_bike,2022-01-18 10:12:02.000000 UTC,2022-01-18 10:26:45.000000 UTC,Canal St & Taylor St,Loomis St & Lexington St,member,0-0 0 0:14:43,Tuesday
7CE6520DB3D05D7D,classic_bike,2022-01-18 15:50:27.000000 UTC,2022-01-18 16:00:10.000000 UTC,Canal St & Taylor St,Wabash Ave & Roosevelt Rd,member,0-0 0 0:9:43,Tuesday
5D94D82F281207AB,classic_bike,2022-01-18 15:51:09.000000 UTC,2022-01-18 16:00:13.000000 UTC,Canal St & Taylor St,Wabash Ave & Roosevelt Rd,member,0-0 0 0:9:4,Tuesday
8836161AE41A8C25,electric_bike,2022-01-18 16:47:04.000000 UTC,2022-01-18 16:52:23.000000 UTC,Canal St & Taylor St,Clinton St & Washington Blvd,member,0-0 0 0:5:19,Tuesday
A89C502085151124,classic_bike,2022-01-18 20:44:48.000000 UTC,2022-01-18 20:52:26.000000 UTC,Canal St & Taylor St,Michigan Ave & 8th St,member,0-0 0 0:7:38,Tuesday
0526B584104A540A,electric_bike,2022-01-18 22:09:04.000000 UTC,2022-01-18 22:26:49.000000 UTC,Canal St & Taylor St,Clybourn Ave & Division St,member,0-0 0 0:17:45,Tuesday
413EAD8338885A76,classic_bike,2022-01-19 08:21:19.000000 UTC,2022-01-19 08:30:16.000000 UTC,Canal St & Taylor St,Loomis St & Lexington St,member,0-0 0 0:8:57,Wednesday
3184D6E4CF5FE7EC,classic_bike,2022-01-19 08:32:55.000000 UTC,2022-01-19 08:44:54.000000 UTC,Canal St & Taylor St,Wood St & Taylor St (Temp),member,0-0 0 0:11:59,Wednesday
3CDE33857CD0C975,classic_bike,2022-01-19 08:56:30.000000 UTC,2022-01-19 08:58:53.000000 UTC,Canal St & Taylor St,Canal St & Harrison St,member,0-0 0 0:2:23,Wednesday
2249FB7684C284DD,electric_bike,2022-01-19 13:58:02.000000 UTC,2022-01-19 14:00:33.000000 UTC,Canal St & Taylor St,Clinton St & Roosevelt Rd,casual,0-0 0 0:2:31,Wednesday
CEDBA7DEAC0C9249,electric_bike,2022-01-19 15:48:42.000000 UTC,2022-01-19 15:55:02.000000 UTC,Canal St & Taylor St,Clinton St & Washington Blvd,member,0-0 0 0:6:20,Wednesday
6C5130EA17FA9269,electric_bike,2022-01-19 17:23:20.000000 UTC,2022-01-19 17:37:09.000000 UTC,Canal St & Taylor St,Wabash Ave & 9th St,member,0-0 0 0:13:49,Wednesday
73FBDF85E792E78C,electric_bike,2022-01-19 18:41:50.000000 UTC,2022-01-19 18:45:44.000000 UTC,Canal St & Taylor St,Delano Ct & Roosevelt Rd,member,0-0 0 0:3:54,Wednesday
4010CDCD0738D971,electric_bike,2022-01-19 22:31:58.000000 UTC,2022-01-19 22:48:34.000000 UTC,Canal St & Taylor St,Orleans St & Elm St,member,0-0 0 0:16:36,Wednesday
71232C5180D56D8F,electric_bike,2022-01-20 05:41:51.000000 UTC,2022-01-20 05:56:29.000000 UTC,Canal St & Taylor St,Wabash Ave & 9th St,member,0-0 0 0:14:38,Thursday
DD695A3C51D2D98C,classic_bike,2022-01-20 08:23:53.000000 UTC,2022-01-20 08:32:39.000000 UTC,Canal St & Taylor St,Loomis St & Lexington St,member,0-0 0 0:8:46,Thursday
1E62B8DA78DEB2CC,classic_bike,2022-01-20 08:31:04.000000 UTC,2022-01-20 08:43:14.000000 UTC,Canal St & Taylor St,Wood St & Taylor St (Temp),member,0-0 0 0:12:10,Thursday
4BE82AED8F4D733A,electric_bike,2022-01-20 14:42:06.000000 UTC,2022-01-20 14:54:24.000000 UTC,Canal St & Taylor St,State St & Harrison St,casual,0-0 0 0:12:18,Thursday
2EE2F763F4D03944,classic_bike,2022-01-20 14:42:28.000000 UTC,2022-01-20 14:54:19.000000 UTC,Canal St & Taylor St,State St & Harrison St,casual,0-0 0 0:11:51,Thursday
4883FA4B941237B0,electric_bike,2022-01-20 16:45:57.000000 UTC,2022-01-20 16:51:07.000000 UTC,Canal St & Taylor St,Clinton St & Washington Blvd,member,0-0 0 0:5:10,Thursday
CFE730FDBDD61F59,classic_bike,2022-01-20 19:19:41.000000 UTC,2022-01-20 19:28:18.000000 UTC,Canal St & Taylor St,Clinton St & Madison St,member,0-0 0 0:8:37,Thursday
C00EE9839BEE4FF4,electric_bike,2022-01-20 22:14:38.000000 UTC,2022-01-20 22:34:52.000000 UTC,Canal St & Taylor St,None given,member,0-0 0 0:20:14,Thursday
4F6812113DA6322D,electric_bike,2022-01-21 07:19:37.000000 UTC,2022-01-21 07:23:28.000000 UTC,Canal St & Taylor St,Clinton St & Jackson Blvd,member,0-0 0 0:3:51,Friday
471A3DA2F3C9256B,electric_bike,2022-01-21 09:58:56.000000 UTC,2022-01-21 10:06:00.000000 UTC,Canal St & Taylor St,None given,member,0-0 0 0:7:4,Friday
7EE2C5494DAB1DAD,docked_bike,2022-01-21 12:41:31.000000 UTC,2022-01-21 12:46:45.000000 UTC,Canal St & Taylor St,Halsted St & Polk St,casual,0-0 0 0:5:14,Friday
1332DBEA4B877573,classic_bike,2022-01-21 15:32:03.000000 UTC,2022-01-21 15:38:44.000000 UTC,Canal St & Taylor St,Wells St & Polk St,member,0-0 0 0:6:41,Friday
0AC24F59F102CA2C,classic_bike,2022-01-21 15:37:03.000000 UTC,2022-01-21 15:40:42.000000 UTC,Canal St & Taylor St,Canal St & Jackson Blvd,member,0-0 0 0:3:39,Friday
0EA098BB7D0647EB,electric_bike,2022-01-21 16:45:19.000000 UTC,2022-01-21 16:50:30.000000 UTC,Canal St & Taylor St,Clinton St & Washington Blvd,member,0-0 0 0:5:11,Friday
1C2F1220EFE8DACD,classic_bike,2022-01-21 20:15:37.000000 UTC,2022-01-21 20:26:14.000000 UTC,Canal St & Taylor St,Sangamon St & Washington Blvd,member,0-0 0 0:10:37,Friday
5368878AD6239CF8,classic_bike,2022-01-22 09:19:42.000000 UTC,2022-01-22 09:27:43.000000 UTC,Canal St & Taylor St,Loomis St & Lexington St,member,0-0 0 0:8:1,Saturday
FC360D96A9C86505,electric_bike,2022-01-22 16:17:30.000000 UTC,2022-01-22 16:22:18.000000 UTC,Canal St & Taylor St,Wells St & Polk St,member,0-0 0 0:4:48,Saturday
9A3580AAF117902F,classic_bike,2022-01-22 16:43:56.000000 UTC,2022-01-22 16:50:42.000000 UTC,Canal St & Taylor St,Delano Ct & Roosevelt Rd,casual,0-0 0 0:6:46,Saturday
009D8517EEC1C846,classic_bike,2022-01-22 16:59:56.000000 UTC,2022-01-22 17:10:52.000000 UTC,Canal St & Taylor St,Throop St & Taylor St,member,0-0 0 0:10:56,Saturday
FF2FCD8F9DC79E7E,electric_bike,2022-01-22 17:54:42.000000 UTC,2022-01-22 17:56:30.000000 UTC,Canal St & Taylor St,Canal St & Taylor St,member,0-0 0 0:1:48,Saturday
AD3D3D3FC72744E3,electric_bike,2022-01-22 17:58:26.000000 UTC,2022-01-22 18:05:48.000000 UTC,Canal St & Taylor St,Loomis St & Lexington St,member,0-0 0 0:7:22,Saturday
8746C4124556F931,electric_bike,2022-01-22 19:24:13.000000 UTC,2022-01-22 19:37:02.000000 UTC,Canal St & Taylor St,Orleans St & Elm St,member,0-0 0 0:12:49,Saturday
0B97751A26ADB6DF,classic_bike,2022-01-22 19:37:27.000000 UTC,2022-01-22 19:47:00.000000 UTC,Canal St & Taylor St,Wabash Ave & Roosevelt Rd,casual,0-0 0 0:9:33,Saturday
1278F9EA13E81277,classic_bike,2022-01-23 10:35:27.000000 UTC,2022-01-23 10:46:53.000000 UTC,Canal St & Taylor St,Loomis St & Lexington St,member,0-0 0 0:11:26,Sunday
808D36E7711E4730,classic_bike,2022-01-23 17:57:11.000000 UTC,2022-01-23 18:05:28.000000 UTC,Canal St & Taylor St,Wabash Ave & Roosevelt Rd,member,0-0 0 0:8:17,Sunday
1D0CE5136F00B337,electric_bike,2022-01-23 19:25:54.000000 UTC,2022-01-23 19:56:18.000000 UTC,Canal St & Taylor St,Clybourn Ave & Division St,member,0-0 0 0:30:24,Sunday
6E5ABEE67A893F4E,classic_bike,2022-01-24 08:38:48.000000 UTC,2022-01-24 08:54:21.000000 UTC,Canal St & Taylor St,Wood St & Taylor St (Temp),member,0-0 0 0:15:33,Monday
82AD6E3CFA3E9F01,electric_bike,2022-01-24 19:10:49.000000 UTC,2022-01-24 19:20:00.000000 UTC,Canal St & Taylor St,Clinton St & Madison St,member,0-0 0 0:9:11,Monday
516D6EAFD74A6072,classic_bike,2022-01-24 19:37:45.000000 UTC,2022-01-24 19:46:23.000000 UTC,Canal St & Taylor St,Dearborn St & Van Buren St,member,0-0 0 0:8:38,Monday
40FB63BC65524123,classic_bike,2022-01-25 08:31:36.000000 UTC,2022-01-25 08:44:33.000000 UTC,Canal St & Taylor St,Wood St & Taylor St (Temp),member,0-0 0 0:12:57,Tuesday
FCAAA8E7B545216F,electric_bike,2022-01-25 14:33:54.000000 UTC,2022-01-25 14:35:58.000000 UTC,Canal St & Taylor St,Canal St & Harrison St,member,0-0 0 0:2:4,Tuesday
DEB278789451BB31,classic_bike,2022-01-25 16:04:33.000000 UTC,2022-01-25 16:16:44.000000 UTC,Canal St & Taylor St,Throop St & Taylor St,member,0-0 0 0:12:11,Tuesday
35FFE048366D3235,electric_bike,2022-01-25 16:45:11.000000 UTC,2022-01-25 16:52:04.000000 UTC,Canal St & Taylor St,Clinton St & Washington Blvd,member,0-0 0 0:6:53,Tuesday
C13E2DE53284A21F,classic_bike,2022-01-25 17:30:18.000000 UTC,2022-01-25 17:32:58.000000 UTC,Canal St & Taylor St,Canal St & Harrison St,member,0-0 0 0:2:40,Tuesday
6C23745EA423BFD4,electric_bike,2022-01-25 20:20:55.000000 UTC,2022-01-25 20:29:53.000000 UTC,Canal St & Taylor St,Clinton St & Lake St,member,0-0 0 0:8:58,Tuesday
021A45F6469C015B,classic_bike,2022-01-26 08:43:09.000000 UTC,2022-01-26 08:56:38.000000 UTC,Canal St & Taylor St,Wood St & Taylor St (Temp),member,0-0 0 0:13:29,Wednesday
E2C711197B58C137,classic_bike,2022-01-26 15:54:28.000000 UTC,2022-01-26 15:56:25.000000 UTC,Canal St & Taylor St,Canal St & Harrison St,member,0-0 0 0:1:57,Wednesday
255320D49C5AA1FB,classic_bike,2022-01-26 16:16:18.000000 UTC,2022-01-26 16:28:46.000000 UTC,Canal St & Taylor St,Dearborn St & Van Buren St,member,0-0 0 0:12:28,Wednesday
